output,SoloDemand
19.78985848,50
16.01916783,50
14.8572062,50
14.33876036,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
7.341358998,50
32.9667171,50
71.37588655,50
97.46055277,50
114.6638948,50
110.1321178,50
76.76801044,50
46.51569184,50
38.1510775,50
62.25333216,50
80.23072831,50
100.5208584,50
112.8597585,50
140.9787143,50
171.9732395,50
203.0407945,50
240.0761692,50
290.7206308,50
358.7285548,50
437.8984708,50
494.4754917,50
549.2581358,50
585.9114158,50
648.4447043,50
764.3581335,50
874.0801517,50
591.7701333,50
597.4392613,50
437.6620277,50
386.4533685,50
214.3787224,50
171.9738969,50
163.0927504,50
149.9806137,50
149.9806137,50
140.9787143,50
139.876077,50
144.8234578,50
90.69327976,50
92.4782142,50
94.79010349,50
89.36220947,50
77.62222193,50
77.26053449,50
63.60337534,50
54.78822782,50
58.26162349,50
58.70078031,50
64.95993484,50
82.87967935,50
107.0181281,50
106.4970619,50
84.49004987,50
73.21412172,50
77.73176823,50
62.30865934,50
40.84802548,50
38.29399507,50
40.84802548,50
40.55613874,50
33.76445525,50
21.8515326,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
0,50
33.60766451,50
61.2053937,50
82.52708783,50
103.8759489,50
57.45262942,50
48.56499904,50
30.73357582,50
10.90546239,50
0,50
0,50
0,50
23.5735416,50
39.20326456,50
45.30904882,50
33.26289525,50
41.92422675,50
43.55592044,50
37.29732289,50
43.55592044,50
48.21304854,50
34.17667955,50
37.29732289,50
70.49656709,50
79.49988441,50
112.1720846,50
170.9029696,50
249.1369556,50
314.1716376,50
476.3460477,50
551.1126227,50
580.0377333,50
554.0908808,50
447.8571442,50
319.4487205,50
309.3787729,50
401.2980197,50
480.5353831,50
480.5353831,50
428.1398806,50
452.6710803,50
433.2664177,50
434.4441112,50
455.2797139,50
502.6298538,50
574.9862681,50
615.3712406,50
548.5388227,50
485.6609132,50
476.0815304,50
528.635675,50
428.850685,50
396.3010539,50
452.2227039,50
638.2636314,50
512.8116785,50
500.6625509,50
470.0991869,50
515.1374243,50
590.6745569,50
771.2414781,50
889.3535884,50
887.7468808,50
889.3535884,50
886.7735884,50
886.7735884,50
886.7735884,50
883.2665076,50
804.9560832,50
807.4569676,50
667.0362797,50
470.0091869,50
263.4246606,50
122.8465063,50
83.67214178,50
498.4579571,50
894.9277609,50
625.9089559,50
577.7783809,50
765.2393124,50
903.3796334,50
886.7735884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.1135884,50
889.1135884,50
889.1135884,50
888.9335884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
888.9335884,50
888.9335884,50
888.9335884,50
894.3392278,50
914.7101359,50
946.1897445,50
932.2397351,50
957.6615725,50
892.9698739,50
891.2349139,50
835.5550704,50
707.9538877,50
528.0267793,50
427.2235067,50
401.2380197,50
359.5308937,50
253.9044162,50
157.4545097,50
183.5063751,50
184.9483069,50
147.2065361,50
85.1595839,50
54.35907843,50
60.80172192,50
101.3769127,50
141.999173,50
162.4182331,50
200.1477646,50
269.8586374,50
274.8020276,50
320.71321,50
322.5261387,50
277.5983158,50
250.1251888,50
217.4098719,50
206.5419292,50
224.8596295,50
238.7589209,50
256.1392029,50
217.956345,50
161.1915578,50
139.509173,50
144.4522743,50
127.6545532,50
85.9697339,50
59.96946228,50
63.60337534,50
52.65377452,50
34.72889935,50
21.41805662,50
15.73480809,50
7.076157981,50
14.37538224,50
41.14333537,50
43.12614672,50
39.90407828,50
34.20349567,50
20.32381627,50
27.20696394,50
0,50
18.35416575,50
44.50475801,50
89.67853569,50
125.3930634,50
141.6925904,50
117.7256633,50
92.31201788,50
63.12941229,50
52.99323718,50
54.09455569,50
55.97417253,50
44.00452014,50
36.16904905,50
38.67597831,50
44.00452014,50
63.97763725,50
86.07436616,50
85.09116088,50
85.43929825,50
95.36237516,50
123.5895188,50
122.668508,50
102.6482068,50
89.17259265,50
116.1561424,50
132.887955,50
180.8563959,50
260.3929816,50
356.5393614,50
386.3222292,50
434.8726274,50
469.1666049,50
386.3222292,50
371.0771549,50
372.6026159,50
375.965964,50
314.3951219,50
240.3399087,50
169.6192538,50
154.0258829,50
163.6307502,50
96.56728915,50
74.18336954,50
60.11792821,50
49.72183061,50
41.41226495,50
29.01969405,50
22.6870744,50
36.02882884,50
47.64795516,50
35.84215121,50
31.86294499,50
46.42276002,50
38.67597831,50
45.91541027,50
61.30290994,50
77.07990203,50
106.8991695,50
131.3752816,50
132.3110179,50
116.1561424,50
95.11270151,50
87.09569291,50
107.5073597,50
134.5153089,50
126.7629364,50
109.4023205,50
132.0486328,50
124.1298828,50
108.6105457,50
89.11659266,50
85.1595839,50
79.43908144,50
67.71095869,50
49.6614496,50
51.54455569,50
59.08594323,50
58.64582561,50
86.964026,50
110.8617744,50
124.2699312,50
124.059727,50
155.165631,50
146.7797167,50
110.3229105,50
51.07159136,50
31.59431215,50
40.75154983,50
96.39221699,50
116.6745672,50
113.5995591,50
141.0123258,50
138.0556177,50
129.3401566,50
99.76620183,50
16.88441603,50
25.067189,50
40.75065238,50
63.32132072,50
94.21034851,50
133.4657282,50
199.8903398,50
276.8167081,50
351.3955132,50
405.3645522,50
419.96945,50
413.328485,50
428.5598339,50
438.7090209,50
504.7678246,50
576.285652,50
664.8939905,50
763.0609579,50
796.2311247,50
864.5065162,50
904.9682277,50
904.7203763,50
896.0455767,50
908.1002962,50
889.2635884,50
889.2635884,50
851.7836347,50
781.7830484,50
750.7245654,50
519.7043119,50
344.275955,50
214.1958254,50
149.6025442,50
111.6341736,50
96.82470717,50
105.4473854,50
91.91220947,50
82.71973954,50
87.97480898,50
102.3015194,50
100.078055,50
102.5565692,50
92.85766486,50
77.07121011,50
70.50227661,50
67.55384931,50
65.91859647,50
84.13498097,50
71.14066341,50
99.72108851,50
128.2893489,50
148.9273641,50
180.6165157,50
218.9518506,50
235.9568781,50
295.4537784,50
306.3519606,50
322.3135162,50
348.1545634,50
370.0045708,50
402.7862179,50
444.2980051,50
428.5598339,50
466.1232737,50
488.7535748,50
448.9634335,50
234.7475743,50
212.8646796,50
216.9445942,50
173.1071044,50
169.6526205,50
165.0821709,50
150.8736161,50
140.0834518,50
142.9707198,50
145.1949586,50
148.9273641,50
162.0053736,50
144.1555562,50
251.7715389,50
306.8287729,50
449.9590722,50
668.4994547,50
886.7735884,50
888.9635884,50
889.3235884,50
889.3235884,50
889.3535884,50
907.595586,50
939.8162704,50
939.318089,50
976.7461316,50
978.4810916,50
972.5326575,50
955.6902469,50
927.4351853,50
893.1821193,50
889.2635884,50
889.2635884,50
864.3595032,50
730.669336,50
672.0887641,50
652.1204577,50
479.423598,50
386.3222292,50
395.6292902,50
454.9253526,50
479.2390791,50
569.4761854,50
630.5689687,50
751.7626851,50
829.4730684,50
893.8149139,50
898.1747536,50
911.3108788,50
919.2421242,50
917.5071642,50
924.1991525,50
906.105999,50
898.1862395,50
891.2463998,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
912.3162488,50
940.0756076,50
950.2260299,50
978.4810916,50
983.1902685,50
976.993983,50
945.516853,50
926.691631,50
893.4349278,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
836.4283519,50
711.3598334,50
532.7203336,50
419.2175305,50
312.0899903,50
266.4671052,50
221.2573442,50
156.1791885,50
112.9204742,50
73.07656709,50
53.28473627,50
91.68462968,50
181.4857986,50
126.9679449,50
192.0608759,50
256.2119607,50
196.4669482,50
155.6158305,50
148.7023845,50
260.8560672,50
495.9629039,50
888.9635884,50
889.3235884,50
749.3235366,50
744.4532011,50
813.7271918,50
703.2953394,50
758.9657499,50
655.0660429,50
579.5840931,50
493.9964823,50
372.4382889,50
344.3809361,50
405.3945522,50
350.0326526,50
350.32773,50
362.6759526,50
323.3330572,50
308.4857544,50
375.6249733,50
319.8494374,50
301.2862569,50
288.0199885,50
251.7221483,50
135.467955,50
72.78465607,50
96.14756836,50
87.42866922,50
80.20222193,50
74.36576133,50
87.91191742,50
62.25333216,50
44.15439354,50
43.50617068,50
46.82997577,50
39.82948181,50
50.913808,50
68.61501495,50
77.8597454,50
112.3030912,50
179.8807406,50
268.044043,50
393.2859137,50
377.5122458,50
397.5379862,50
375.1462822,50
372.3193919,50
291.758265,50
244.4369445,50
247.1751864,50
290.5938117,50
347.817628,50
338.7302002,50
296.8741768,50
273.1228709,50
256.5193325,50
254.9035599,50
245.0151864,50
260.7543039,50
236.6563548,50
213.5192398,50
215.7312147,50
216.7458254,50
218.5019154,50
235.1809686,50
199.0236891,50
241.2934509,50
269.6211584,50
256.8459048,50
239.6452289,50
187.5726375,50
144.8284668,50
144.8234578,50
134.8412836,50
137.5334518,50
132.4551737,50
114.2980333,50
114.2980333,50
100.784002,50
92.15862604,50
86.9076941,50
86.9076941,50
89.93186479,50
73.02359936,50
52.12459335,50
40.84802548,50
41.62979274,50
92.50434473,50
136.1451203,50
146.0842694,50
148.0652663,50
136.1897994,50
120.1845135,50
97.79927662,50
61.66884901,50
7.951073486,50
19.67520869,50
30.04248858,50
34.72889935,50
40.0228286,50
45.96606158,50
51.33416991,50
39.01124879,50
35.46976709,50
38.53258652,50
54.3055139,50
58.26162349,50
58.26162349,50
62.42155909,50
69.68023476,50
77.8032767,50
126.8076076,50
159.5699172,50
160.0452395,50
178.3887229,50
187.6178023,50
172.8271301,50
139.8742879,50
89.3277353,50
48.74708194,50
46.77900899,50
52.12459335,50
63.32132072,50
78.04490167,50
90.69327976,50
79.49988441,50
96.86102998,50
116.4322663,50
134.8412836,50
132.887955,50
130.2266494,50
125.3826482,50
125.3826482,50
130.2266494,50
134.7687688,50
183.1583912,50
233.503782,50
213.1955265,50
251.7785391,50
254.4097463,50
248.5287601,50
195.3076788,50
125.3286791,50
69.01954945,50
44.15439354,50
42.17011625,50
42.17011625,50
42.91065415,50
40.75065238,50
46.82997577,50
43.1584535,50
46.57532699,50
46.42276002,50
52.12459335,50
62.14126497,50
70.02970335,50
86.84505792,50
106.1617043,50
121.1596559,50
177.8394987,50
240.0271576,50
256.3310272,50
289.5713127,50
308.1212033,50
272.5110692,50
230.3598736,50
202.3185838,50
148.3526603,50
114.4353283,50
127.7257692,50
144.8234578,50
153.5991885,50
145.1206331,50
140.4637911,50
105.0920701,50
67.88396038,50
41.75326456,50
31.93543793,50
36.40315248,50
52.12459335,50
64.50875303,50
73.02359936,50
72.84633376,50
116.3868589,50
150.1567602,50
151.1475616,50
170.8908464,50
162.3616975,50
146.2209086,50
112.0424765,50
82.15847991,50
38.26406504,50
26.97569662,50
28.08595659,50
28.30117407,50
32.31234772,50
63.32132072,50
158.9313195,50
246.3438203,50
242.188785,50
224.5602643,50
246.7628409,50
290.4206308,50
309.0187729,50
334.1506013,50
348.1488507,50
317.091579,50
349.254248,50
399.6506391,50
497.9826382,50
505.9138836,50
523.241554,50
529.8853163,50
456.1845467,50
371.4316184,50
279.6624975,50
213.706817,50
186.6953734,50
183.5020712,50
205.7900073,50
224.8596295,50
246.0779019,50
264.0137093,50
285.339478,50
253.9644162,50
227.4096295,50
224.6632714,50
187.6617328,50
162.4782331,50
159.9516696,50
173.3908133,50
234.6524203,50
294.2633204,50
284.1623004,50
361.8804384,50
419.9520374,50
427.6101358,50
380.9282679,50
298.625057,50
223.9222918,50
184.225839,50
186.3220505,50
175.1608133,50
180.9363796,50
199.8903398,50
261.4774494,50
260.7543039,50
222.1132714,50
225.0834187,50
239.3016705,50
240.0816705,50
238.6816826,50
230.7719282,50
231.117719,50
232.1412295,50
296.8309636,50
379.205145,50
289.1208625,50
325.058327,50
351.5418583,50
370.3408639,50
344.6745722,50
289.3048904,50
181.962237,50
132.7766494,50
108.3517043,50
82.23780839,50
70.02970335,50
59.74817289,50
51.07159136,50
30.1744789,50
22.487189,50
18.05653429,50
0,50
0,50
0,50
0,50
0,50
1.23925709,50
18.58885634,50
28.99861589,50
40.39978112,50
68.65484276,50
65.43277433,50
35.19490134,50
36.18630701,50
18.58885634,50
10.40975955,50
0,50
0,50
27.31572393,50
42.36717267,50
51.33416991,50
68.57743678,50
68.11485808,50
57.82356732,50
61.80546753,50
70.20465607,50
63.942392,50
61.74956028,50
74.74455065,50
94.79010349,50
125.4329468,50
183.3674254,50
215.4507321,50
193.9498711,50
191.6499308,50
175.9219271,50
140.4243445,50
113.7403766,50
96.52637764,50
81.21621732,50
89.48869524,50
104.7585505,50
74.92334156,50
48.21304854,50
56.95076804,50
66.73340021,50
56.95076804,50
34.72889935,50
28.95010257,50
29.73526229,50
16.8460961,50
16.88236325,50
17.83437754,50
16.41292421,50
4.614993401,50
59.53908959,50
77.3321209,50
103.1086684,50
118.4754563,50
122.9392603,50
111.2877652,50
87.24617762,50
61.96533299,50
26.76795313,50
0,50
0,50
14.8572062,50
16.55689671,50
17.39282379,50
18.95427274,50
20.71500713,50
20.2506717,50
18.95427274,50
17.87133997,50
21.02650776,50
19.67520869,50
0,50
0,50
5.351112113,50
45.85499083,50
79.06708083,50
105.0914797,50
135.8572046,50
120.706119,50
113.5184279,50
93.44246306,50
63.4524415,50
26.52010172,50
18.95427274,50
23.77658605,50
26.04797553,50
29.51646032,50
21.97025493,50
22.32770577,50
19.37056371,50
15.17120727,50
14.82245251,50
0,50
0,50
0,50
0,50
0,50
21.75023884,50
67.20836588,50
94.61075395,50
127.092682,50
139.6995039,50
121.6975247,50
115.0055364,50
96.16882866,50
64.93955,50
28.75076448,50
18.95427274,50
25.08972675,50
30.1744789,50
32.17730667,50
28.30117407,50
31.86294499,50
26.76390165,50
24.0618217,50
33.62741811,50
43.55592044,50
40.9942303,50
34.77505071,50
30.79297754,50
30.04248858,50
31.9667583,50
80.51081168,50
110.6659569,50
132.989997,50
154.0428407,50
152.9729158,50
146.7526595,50
132.6300014,50
102.9044905,50
59.87116233,50
26.93329312,50
37.39186614,50
48.573808,50
62.19729015,50
59.74817289,50
53.61077914,50
47.75053416,50
42.91065415,50
35.46976709,50
33.62741811,50
42.91065415,50
41.77692328,50
21.49665494,50
26.76390165,50
45.30167394,50
56.57302124,50
79.96530157,50
241.4459095,50
404.9387651,50
513.6890894,50
822.7776776,50
747.3622632,50
508.322317,50
344.0723866,50
270.5728709,50
214.1112132,50
178.701299,50
173.8944529,50
165.9450893,50
89.89656855,50
77.47334156,50
70.60710916,50
64.50875303,50
98.35869669,50
112.0406171,50
123.0540332,50
183.5020712,50
247.1421495,50
269.3582253,50
266.6019612,50
229.76178,50
206.3883721,50
269.1044658,50
136.4950911,50
124.8516109,50
153.8505034,50
121.8481338,50
58.05705455,50
20.79273694,50
0,50
0,50
0,50
2.01,50
2.01,50
2.01,50
2.16,50
22.35641494,50
33.08113104,50
50.2865542,50
72.84633376,50
78.22628423,50
83.98012749,50
86.39683734,50
107.0307829,50
145.9420288,50
311.8755803,50
311.55396,50
284.0236698,50
288.643356,50
276.7998827,50
329.7213106,50
279.3463399,50
303.4012476,50
545.4965375,50
886.7735884,50
869.3271231,50
886.7735884,50
889.3535884,50
889.3535884,50
889.3535884,50
889.3535884,50
889.3535884,50
889.3535884,50
889.2635884,50
886.7735884,50
886.7735884,50
838.7583432,50
894.7048338,50
903.3796334,50
907.1988905,50
913.395176,50
901.4983079,50
902.9854164,50
906.9510391,50
913.1473245,50
905.8696334,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.1135884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
886.7735884,50
801.4491874,50
824.1636671,50
955.4284312,50
998.0613536,50
1007.581193,50
1010.307559,50
1014.273182,50
988.9923369,50
960.9851267,50
922.317827,50
889.3535884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
848.5713474,50
780.1977096,50
851.0701825,50
726.6018037,50
645.035888,50
457.8933393,50
386.3518827,50
446.542657,50
475.332266,50
420.8671346,50
475.04557,50
504.459028,50
545.2869425,50
568.2553388,50
468.1633289,50
295.0077881,50
231.117719,50
237.9697322,50
206.0405464,50
186.3220505,50
196.8386121,50
159.9282331,50
199.8076551,50
181.251299,50
175.9408133,50
261.2289831,50
259.698607,50
274.9543621,50
392.311655,50
539.0382697,50
633.2637,50
716.5600855,50
862.0935412,50
558.7699474,50
690.1891648,50
625.332261,50
657.4930279,50
593.3322623,50
598.0765408,50
577.5462488,50
607.4601939,50
679.5058568,50
647.710385,50
576.285652,50
460.9488653,50
382.0042733,50
314.4912917,50
278.662149,50
242.5682775,50
210.3771619,50
163.4303035,50
101.7885861,50
285.6878482,50
888.9635884,50
895.9440909,50
922.3866622,50
957.9069454,50
983.9338227,50
966.0860421,50
998.0613536,50
999.1542451,50
947.5986716,50
935.1161007,50
919.9971642,50
889.2635884,50
889.2635884,50
889.2635884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
889.2635884,50
768.8207631,50
663.0909279,50
669.0118903,50
490.7950296,50
452.6417508,50
421.3942883,50
386.3219616,50
343.9410874,50
328.4501935,50
302.9514427,50
389.1340326,50
266.3341311,50
336.4023082,50
331.3748867,50
366.6289554,50
515.6898929,50
673.4519014,50
780.2201772,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
763.4816121,50
704.9951462,50
720.0082855,50
676.528891,50
747.0240901,50
740.6236712,50
692.5202388,50
967.8210021,50
916.0200557,50
914.7807986,50
901.4083079,50
968.3306692,50
917.5186501,50
890.5028455,50
636.1796677,50
566.5793859,50
608.3272827,50
696.0134126,50
787.0001418,50
402.2924336,50
222.3702643,50
106.0947465,50
120.8099216,50
107.3385505,50
48.00087067,50
40.16597411,50
38.33215121,50
71.21902971,50
100.2994293,50
118.7960376,50
90.91681165,50
209.0702053,50
485.4744572,50
747.8033354,50
903.3796334,50
906.4253363,50
862.6891991,50
893.472879,50
889.3535884,50
889.3535884,50
889.3535884,50
889.2635884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
889.2635884,50
889.2635884,50
905.471782,50
921.5821242,50
944.632306,50
944.027266,50
947.9928886,50
956.4198368,50
931.3868436,50
940.5573461,50
955.8534713,50
930.3247752,50
829.0235282,50
436.891227,50
228.7493925,50
85.3311628,50
49.52726073,50
48.05871199,50
81.51505721,50
156.181505,50
260.1220994,50
317.5738964,50
398.2276647,50
551.1094942,50
709.8137552,50
889.3535884,50
897.0369824,50
903.7289707,50
925.5398954,50
916.8650958,50
933.8653578,50
920.4813813,50
907.8409589,50
917.7550157,50
902.3882277,50
897.6905366,50
890.0071427,50
889.2635884,50
889.2635884,50
889.3535884,50
889.3535884,50
889.3535884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
886.7735884,50
889.2635884,50
889.2635884,50
895.2120224,50
905.1260792,50
898.1862395,50
913.8008788,50
921.7321242,50
899.4140107,50
978.478613,50
943.7794145,50
904.8667419,50
928.4126266,50
889.8571427,50
889.1135884,50
889.2635884,50
873.4373225,50
783.2310184,50
766.4924087,50
668.6413144,50
605.8372827,50
625.8102738,50
655.0660429,50
717.0485041,50
821.7215429,50
889.2635884,50
889.2635884,50
895.2120224,50
905.621782,50
908.595999,50
920.4928671,50
923.9627869,50
1017.40525,50
886.7735884,50
907.3452561,50
910.815176,50
917.5071642,50
891.4406306,50
852.9892882,50
800.3524415,50
778.5476209,50
771.7993175,50
680.4095094,50
599.136273,50
526.4070408,50
455.2797139,50
420.064577,50
406.9996177,50
282.8293053,50
199.1465879,50
271.7628718,50
666.7060635,50
908.9338504,50
908.1902962,50
927.2748554,50
967.6746365,50
955.0342142,50
935.2061007,50
910.815176,50
690.1832931,50
536.8848995,50
491.5740419,50
466.0929879,50
489.7938279,50
492.9132795,50
484.572545,50
433.5110552,50
449.958827,50
314.5799903,50
242.8299087,50
159.9282331,50
57.76888783,50
24.75923906,50
86.9076941,50
468.3975694,50
891.2349139,50
901.0026051,50
902.647565,50
910.0831075,50
942.0559404,50
